,,,,,,Natural Gas Services,NGS,New York Stock,Small Value,Energy Equipment,Oil well equipment
Ltd,Tobacco,and distillers,,,,,,,,,
,,,,,,Group Inc,,"Exchange, Inc.",,& Services,and services
Wynnstay Group PLC,WYN,London Stock Exchange,Small Value,"Food, Beverage &",Foods,,,,,,
,,,,,,Oil & Natural Gas,500312,BSE LTD,Large Blend,Non-renewable,Oil: Crude
Tobacco,,,,,,,,,,,
,,,,,,Corp Ltd,,,,Energy,producers
Zenabis Global Inc,ZENA,Toronto Stock Exchange,Small Value,"Food, Beverage &",Agriculture fishing,,,,,,
,,,,,,ONEOK Inc,OKE,New York Stock,Mid Value,Non-renewable,Oil: Refining &
Tobacco,and ranching,,,,,,,,,,
,,,,,,,,"Exchange, Inc.",,Energy,marketing
,,,,,,Petrobras,BRDT3,"B3 S.A. - Brasil, Bolsa,",Large Value,Non-renewable,Oil: Refining &
,,,,,,Distribuidora SA,,Balcão,,Energy,marketing
,,,,,,,,,,,9
2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
PetroChina Co Ltd,857,Hong Kong Exchanges,Large Blend,Non-renewable,Oil: Integrated,,,,,,
,,And Clearing Ltd,,Energy,,,,,,,
PetroChina Co Ltd,PTR,New York Stock,Large Blend,Non-renewable,Oil: Integrated,,,,,,
,,"Exchange, Inc.",,Energy,,,,,,,
Petroleo Brasileiro SA,PETR3,"B3 S.A. - Brasil, Bolsa,",Large Value,Non-renewable,Oil: Integrated,,,,,,
Petrobras,,Balcão,,Energy,,,,,,,
Petroleo Brasileiro SA,PETR4,"B3 S.A. - Brasil, Bolsa,",Large Value,Non-renewable,Oil: Integrated,,,,,,
Petrobras,,Balcão,,Energy,,,,,,,
Phillips 66,PSX,New York Stock,Large Value,Non-renewable,Oil: Refining &,,,,,,
,,"Exchange, Inc.",,Energy,marketing,,,,,,
Reliance Industries,500325,BSE LTD,Large Blend,Non-renewable,Oil: Refining &,,,,,,
Ltd,,,,Energy,marketing,,,,,,
Royal Dutch Shell PLC,RDSA,London Stock Exchange,Large Blend,Non-renewable,Oil: Integrated,,,,,,
,,,,Energy,,,,,,,
SJVN Ltd,533206,BSE LTD,Mid Value,Alternative Energy,Alternative energy,,,,,,
Suncor Energy Inc,SU,Toronto Stock Exchange,Large Value,Non-renewable,Oil: Integrated,,,,,,
,,,,Energy,,,,,,,
Sunoco LP,SUN,New York Stock,Small Blend,Non-renewable,Oil: Refining &,,,,,,
,,"Exchange, Inc.",,Energy,marketing,,,,,,
Torchlight Energy,TRCH,Nasdaq,Small Growth,Non-renewable,Oil: Crude,,,,,,
Resources Inc,,,,Energy,producers,,,,,,
Tullow Oil PLC,TLW,London Stock Exchange,Small Value,Non-renewable,Oil: Crude,,,,,,
,,,,Energy,producers,,,,,,
Ultrapar Participacoes,UGPA3,"B3 S.A. - Brasil, Bolsa,",Large Blend,Non-renewable,Oil: Refining &,,,,,,
SA,,Balcão,,Energy,marketing,,,,,,
10,,,,,,,,,,,
,,2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,
FINANCIAL SERVICES,,,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
Aflac Inc,AFL,New York Stock,Large Value,Insurance,Insurance: Life,,,,,,
,,"Exchange, Inc.",,,,,,,,,
Allstate Corp,ALL,New York Stock,Large Value,Insurance,Insurance:,,,,,,
,,"Exchange, Inc.",,,Property-casualty,,,,,,
American Express Co,AXP,New York Stock,Large Blend,Consumer Finance,Financial data &,,,,,,
,,"Exchange, Inc.",,& Credit Services,systems,,,,,,
Artisan Partners Asset,APAM,New York Stock,Small Value,Investment,Asset management,,,,,,
Management Inc,,"Exchange, Inc.",,Banking &,& custodian,,,,,,
,,,,Brokerage,,,,,,,
Aviva PLC,AV.,London Stock Exchange,Mid Value,Insurance,Insurance: Multi-,,,,,,
,,,,,line,,,,,,
Axis Bank Ltd,532215,BSE LTD,Large Blend,Banks,Banks: Diversified,,,,,,
B3 SA - Brasil Bolsa,B3SA3,"B3 S.A. - Brasil, Bolsa,",Large Growth,Investment,Securities,,,,,,
Balcao,,Balcão,,Banking &,brokerage &,,,,,,
,,,,Brokerage,services,,,,,,
Bajaj Finserv Ltd,532978,BSE LTD,Large Growth,Insurance,Insurance: Multi-,,,,,,
,,,,,line,,,,,,
Banco BTG Pactual,BPAC11,"B3 S.A. - Brasil, Bolsa,",Not Available,Investment,Diversified,,,,,,
S.A.,,Balcão,,Banking &,financial services,,,,,,
,,,,Brokerage,,,,,,,
Banco do Brasil SA BB,BBAS3,"B3 S.A. - Brasil, Bolsa,",Large Value,Banks,Banks: Diversified,,,,,,
Brasil,,Balcão,,,,,,,,,
Banco Santander,SANB11,"B3 S.A. - Brasil, Bolsa,",Not Available,Banks,Banks: Diversified,,,,,,
(Brasil) SA,,Balcão,,,,,,,,,
Bank Bradesco SA,BBDC3,"B3 S.A. - Brasil, Bolsa,",Large Value,Banks,Banks: Diversified,,,,,,
,,Balcão,,,,,,,,,
Bank Bradesco SA,BBDC4,"B3 S.A. - Brasil, Bolsa,",Large Value,Banks,Banks: Diversified,,,,,,
,,Balcão,,,,,,,,,
Bank Of Ningbo Co,2142,Shenzhen Stock Exchange,Large Blend,Banks,Banks: Diversified,,,,,,
Ltd,,,,,,,,,,,
Bank of Nova Scotia,BNS,Toronto Stock Exchange,Large Value,Banks,Banks: Diversified,,,,,,
Bank OZK,OZK,Nasdaq,Small Blend,Banks,Banks: Diversified,,,,,,
Barclays PLC,BCS,New York Stock,Large Value,Banks,Banks: Diversified,,,,,,
,,"Exchange, Inc.",,,,,,,,,
BB Seguridade,BBSE3,"B3 S.A. - Brasil, Bolsa,",Large Blend,Insurance,Insurance: Multi-,,,,,,
Participacoes SA,,Balcão,,,line,,,,,,
Blackstone Group Inc,BX,New York Stock,Large Blend,Investment,Asset management,,,,,,
,,"Exchange, Inc.",,Banking &,& custodian,,,,,,
,,,,Brokerage,,,,,,,
Boston Private,BPFH,Nasdaq,Small Value,Banks,Banks: Diversified,,,,,,
Financial Holdings Inc,,,,,,,,,,,
,,,,,11,,,,,,
2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
BR Malls Participacoes,BRML3,"B3 S.A. - Brasil, Bolsa,",Mid Value,Real Estate,Real estate holding,,,,,,
SA,,Balcão,,,and development,,,,,,
Canadian Western,CWB,Toronto Stock Exchange,Small Blend,Banks,Banks: Diversified,,,,,,
Bank,,,,,,,,,,,
China Construction,939,Hong Kong Exchanges,Large Value,Banks,Banks: Diversified,,,,,,
Bank Corp,,And Clearing Ltd,,,,,,,,,
China Finance Online,JRJC,Nasdaq,Not Available,Consumer Finance,Financial data &,,,,,,
Co Ltd,,,,& Credit Services,systems,,,,,,
China Vanke Co Ltd,2202,Hong Kong Exchanges,Large Blend,Real Estate,Real estate holding,,,,,,
,,And Clearing Ltd,,,and development,,,,,,
China Vanke Co Ltd,2,Shenzhen Stock Exchange,Large Blend,Real Estate,Real estate holding,,,,,,
,,,,,and development,,,,,,
China World Trade,600007,Shanghai Stock Exchange,Mid Blend,Real Estate,Diversified real,,,,,,
Center Co Ltd,,,,,estate activities,,,,,,
Cielo SA,CIEL3,"B3 S.A. - Brasil, Bolsa,",Mid Value,Consumer Finance,Financial data &,,,,,,
,,Balcão,,& Credit Services,systems,,,,,,
Citigroup Inc,C,New York Stock,Large Value,Investment,Diversified,,,,,,
,,"Exchange, Inc.",,Banking &,financial services,,,,,,
,,,,Brokerage,,,,,,,
City of London,CLIG,London Stock Exchange,Small Value,Investment,Asset management,,,,,,
Investment Group PLC,,,,Banking &,& custodian,,,,,,
,,,,Brokerage,,,,,,,
Credit Suisse Group,CS,New York Stock,Large Value,Investment,Diversified,,,,,,
AG,,"Exchange, Inc.",,Banking &,financial services,,,,,,
,,,,Brokerage,,,,,,,
Deutsche Bank AG,DB,New York Stock,Large Value,Investment,Diversified,,,,,,
,,"Exchange, Inc.",,Banking &,financial services,,,,,,
,,,,Brokerage,,,,,,,
Digital Realty Trust,DLR,New York Stock,Large Blend,Real Estate,Equity REIT: Other,,,,,,
Inc,,"Exchange, Inc.",,Investment Trusts,Specialty,,,,,,
,,,,(REITs),,,,,,,
Discover Financial,DFS,New York Stock,Mid Blend,Banks,Banks: Diversified,,,,,,
Services,,"Exchange, Inc.",,,,,,,,,
Experian PLC,EXPN,London Stock Exchange,Large Blend,Consumer Finance,Financial data &,,,,,,
,,,,& Credit Services,systems,,,,,,
Extra Space Storage,EXR,New York Stock,Mid Blend,Real Estate,Equity REIT: Other,,,,,,
Inc,,"Exchange, Inc.",,Investment Trusts,Specialty,,,,,,
,,,,(REITs),,,,,,,
Fair Isaac Corp,FICO,New York Stock,Mid Growth,Consumer Finance,Financial data &,,,,,,
,,"Exchange, Inc.",,& Credit Services,systems,,,,,,
Fairfax Financial,FFH,Toronto Stock Exchange,Mid Blend,Insurance,Insurance:,,,,,,
Holdings Ltd,,,,,Property-casualty,,,,,,
Glacier Bancorp Inc,GBCI,Nasdaq,Small Blend,Banks,Banks: Diversified,,,,,,
Great Elm Capital,GEC,Nasdaq,Small Blend,Investment,Asset management,,,,,,
Group Inc,,,,Banking &,& custodian,,,,,,
,,,,Brokerage,,,,,,,
12,,,,,,,,,,,
,,2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
Great-West Lifeco Inc,GWO,Toronto Stock Exchange,Large Value,Insurance,Insurance: Life,,,,,,
HDFC Bank Ltd,500180,BSE LTD,Large Growth,Banks,Banks: Diversified,,,,,,
Housing Development,500010,BSE LTD,Large Blend,Consumer Finance,Commercial,,,,,,
Finance Corp Ltd,,,,& Credit Services,finance & mortgage,,,,,,
,,,,,companies,,,,,,
HSBC Holdings PLC,HSBA,London Stock Exchange,Large Value,Banks,Banks: Diversified,,,,,,
ICICI Bank Ltd,532174,BSE LTD,Large Blend,Banks,Banks: Diversified,,,,,,
Intercontinental,ICE,New York Stock,Large Blend,Investment,Securities,,,,,,
Exchange Inc,,"Exchange, Inc.",,Banking &,brokerage &,,,,,,
,,,,Brokerage,services,,,,,,
IRB Brasil Resseguros,IRBR3,"B3 S.A. - Brasil, Bolsa,",Mid Growth,Insurance,Insurance: Multi-,,,,,,
SA,,Balcão,,,line,,,,,,
Iron Mountain Inc,IRM,New York Stock,Mid Value,Real Estate,Equity REIT: Other,,,,,,
,,"Exchange, Inc.",,Investment Trusts,Specialty,,,,,,
,,,,(REITs),,,,,,,
Itau Unibanco Holding,ITUB4,"B3 S.A. - Brasil, Bolsa,",Large Value,Banks,Banks: Diversified,,,,,,
SA,,Balcão,,,,,,,,,
Itausa Investimentos,ITSA4,"B3 S.A. - Brasil, Bolsa,",Large Value,Investment,Diversified,,,,,,
ITAU SA,,Balcão,,Banking &,financial services,,,,,,
,,,,Brokerage,,,,,,,
JPMorgan Chase & Co,JPM,New York Stock,Large Value,Investment,Diversified,,,,,,
,,"Exchange, Inc.",,Banking &,financial services,,,,,,
,,,,Brokerage,,,,,,,
KeyCorp,KEY,New York Stock,Mid Blend,Banks,Banks: Diversified,,,,,,
,,"Exchange, Inc.",,,,,,,,,
KKR & Co Inc,KKR,New York Stock,Large Blend,Investment,Asset management,,,,,,
,,"Exchange, Inc.",,Banking &,& custodian,,,,,,
,,,,Brokerage,,,,,,,
Kotak Mahindra Bank,500247,BSE LTD,Large Growth,Investment,Diversified,,,,,,
Ltd,,,,Banking &,financial services,,,,,,
,,,,Brokerage,,,,,,,
Lazard Ltd,LAZ,New York Stock,Small Value,Investment,Diversified,,,,,,
,,"Exchange, Inc.",,Banking &,financial services,,,,,,
,,,,Brokerage,,,,,,,
Legg Mason Inc,LM,New York Stock,Mid Value,Investment,Asset management,,,,,,
,,"Exchange, Inc.",,Banking &,& custodian,,,,,,
,,,,Brokerage,,,,,,,
Lloyds Banking Group,LLOY,London Stock Exchange,Large Value,Banks,Banks: Diversified,,,,,,
PLC,,,,,,,,,,,
Loews Corp,L,New York Stock,Mid Value,Insurance,Insurance: Multi-,,,,,,
,,"Exchange, Inc.",,,line,,,,,,
M&T Bank Corp,MTB,New York Stock,Mid Value,Banks,Banks: Diversified,,,,,,
,,"Exchange, Inc.",,,,,,,,,
Mastercard Inc,MA,New York Stock,Large Growth,Consumer Finance,Financial data &,,,,,,
,,"Exchange, Inc.",,& Credit Services,systems,,,,,,
,,,,,13,,,,,,
2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
Max Financial Services,500271,BSE LTD,Mid Blend,Insurance,Insurance: Life,,,,,,
Ltd,,,,,,,,,,,
MetLife Inc,MET,New York Stock,Large Value,Insurance,Insurance: Multi-,,,,,,
,,"Exchange, Inc.",,,line,,,,,,
Moody’s Corporation,MCO,New York Stock,Large Growth,Consumer Finance,Financial data &,,,,,,
,,"Exchange, Inc.",,& Credit Services,systems,,,,,,
Multiplan,MULT3,"B3 S.A. - Brasil, Bolsa,",Mid Growth,Real Estate,Real estate holding,,,,,,
Empreendimentos,,Balcão,,,and development,,,,,,
Imobiliarios SA,,,,,,,,,,,
NatWest Group PLC,NWG,London Stock Exchange,Large Value,Banks,Banks: Diversified,,,,,,
Old National Bancorp,ONB,Nasdaq,Small Value,Banks,Banks: Diversified,,,,,,
Oppenheimer,OPY,New York Stock,Small Value,Investment,Asset management,,,,,,
Holdings Inc,,"Exchange, Inc.",,Banking &,& custodian,,,,,,
,,,,Brokerage,,,,,,,
PayPal Holdings Inc,PYPL,Nasdaq,Large Growth,Consumer Finance,Financial data &,,,,,,
,,,,& Credit Services,systems,,,,,,
Physicians Realty,DOC,New York Stock,Small Blend,Real Estate,Equity REIT:,,,,,,
Trust,,"Exchange, Inc.",,Investment Trusts,Health Care,,,,,,
,,,,(REITs),,,,,,,
Ping An Insurance,2318,Hong Kong Exchanges,Large Value,Insurance,Insurance: Life,,,,,,
(Group) Co. of China,,And Clearing Ltd,,,,,,,,,
Ltd,,,,,,,,,,,
PNC Financial Services,PNC,New York Stock,Large Value,Banks,Banks: Diversified,,,,,,
Group Inc,,"Exchange, Inc.",,,,,,,,,
Porto Seguro SA,PSSA3,"B3 S.A. - Brasil, Bolsa,",Mid Blend,Insurance,Insurance: Multi-,,,,,,
,,Balcão,,,line,,,,,,
Prudential Financial,PRU,New York Stock,Large Value,Insurance,Insurance: Life,,,,,,
Inc,,"Exchange, Inc.",,,,,,,,,
Public Storage,PSA,New York Stock,Large Value,Real Estate,Equity REIT:,,,,,,
,,"Exchange, Inc.",,Investment Trusts,Storage,,,,,,
,,,,(REITs),,,,,,,
REC Ltd,532955,BSE LTD,Mid Value,Consumer Finance,Commercial,,,,,,
,,,,& Credit Services,finance & mortgage,,,,,,
,,,,,companies,,,,,,
Regions Financial,RF,New York Stock,Mid Value,Banks,Banks: Diversified,,,,,,
Corp,,"Exchange, Inc.",,,,,,,,,
Schroders PLC,SDR,London Stock Exchange,Mid Blend,Investment,Asset management,,,,,,
,,,,Banking &,& custodian,,,,,,
,,,,Brokerage,,,,,,,
SEI Investments Co,SEIC,Nasdaq,Mid Growth,Investment,Asset management,,,,,,
,,,,Banking &,& custodian,,,,,,
,,,,Brokerage,,,,,,,
Standard Chartered,STAN,London Stock Exchange,Large Blend,Banks,Banks: Diversified,,,,,,
PLC,,,,,,,,,,,
State Bank of India,500112,BSE LTD,Large Value,Banks,Banks: Diversified,,,,,,
14,,,,,,,,,,,
,,2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
Sul America SA,SULA11,"B3 S.A. - Brasil, Bolsa,",Not Available,Insurance,Insurance: Multi-,,,,,,
,,Balcão,,,line,,,,,,
The GEO Group Inc,GEO,New York Stock,Small Value,Real Estate,Equity REIT: Other,,,,,,
,,"Exchange, Inc.",,Investment Trusts,Specialty,,,,,,
,,,,(REITs),,,,,,,
UBS Group AG,UBS,New York Stock,Large Value,Investment,Asset management,,,,,,
,,"Exchange, Inc.",,Banking &,& custodian,,,,,,
,,,,Brokerage,,,,,,,
Visa Inc,V,New York Stock,Large Growth,Consumer Finance,Financial data &,,,,,,
,,"Exchange, Inc.",,& Credit Services,systems,,,,,,
Wells Fargo & Co,WFC,New York Stock,Large Value,Banks,Banks: Diversified,,,,,,
,,"Exchange, Inc.",,,,,,,,,
Westpac Banking Corp,WBK,New York Stock,Large Value,Banks,Banks: Diversified,,,,,,
,,"Exchange, Inc.",,,,,,,,,
Yes Bank Ltd,532648,BSE LTD,Large Value,Banks,Banks: Diversified,,,,,,
HEALTH CARE,,,,,,,,,,,
,,,EQUITY,RUSSELL SUB-,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SECTOR,INDUSTRY,,,,,,
AbbVie Inc,ABBV,New York Stock,Large Value,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,"Exchange, Inc.",,Biotech,,,,,,,
Acadia Healthcare Co,ACHC,Nasdaq,Small Value,Health Care,Health care services,,,,,,
Inc,,,,Services,,,,,,,
Amgen Inc,AMGN,Nasdaq,Large Value,Pharmaceuticals &,Biotechnology,,,,,,
,,,,Biotech,,,,,,,
AMN Healthcare,AMN,New York Stock,Small Growth,Health Care,Health care services,,,,,,
Services Inc,,"Exchange, Inc.",,Services,,,,,,,
AstraZeneca PLC,AZN,London Stock Exchange,Large Blend,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,,,Biotech,,,,,,,
Aurobindo Pharma Ltd,524804,BSE LTD,Large Blend,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,,,Biotech,,,,,,,
Aurora Cannabis Inc,ACB,Toronto Stock Exchange,Small Growth,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,,,Biotech,,,,,,,
Baxter International,BAX,New York Stock,Large Blend,Medical Equipment,Medical equipment,,,,,,
Inc,,"Exchange, Inc.",,And Services,,,,,,,
Bristol-Myers Squibb,BMY,New York Stock,Large Value,Pharmaceuticals &,Pharmaceuticals,,,,,,
Company,,"Exchange, Inc.",,Biotech,,,,,,,
Cancer Genetics Inc,CGIX,Nasdaq,Small Value,Pharmaceuticals &,Biotechnology,,,,,,
,,,,Biotech,,,,,,,
,,,,,15,,,,,,
2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,,,
,,,EQUITY,RUSSELL SUB-,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SECTOR,INDUSTRY,,,,,,
Cardiovascular,CSII,Nasdaq,Small Growth,Medical Equipment,Medical & dental,,,,,,
Systems Inc,,,,And Services,instruments &,,,,,,
,,,,,supplies,,,,,,
Catalyst,CPRX,Nasdaq,Small Growth,Pharmaceuticals &,Biotechnology,,,,,,
Pharmaceuticals Inc,,,,Biotech,,,,,,,
Centene Corp,CNC,New York Stock,Large Blend,Health Care,Health care,,,,,,
,,"Exchange, Inc.",,Services,management,,,,,,
,,,,,services,,,,,,
Cipla Ltd,500087,BSE LTD,Large Blend,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,,,Biotech,,,,,,,
Dr Reddy’s,500124,BSE LTD,Large Blend,Pharmaceuticals &,Pharmaceuticals,,,,,,
Laboratories Ltd,,,,Biotech,,,,,,,
Endo International,ENDP,Nasdaq,Small Value,Pharmaceuticals &,Pharmaceuticals,,,,,,
PLC,,,,Biotech,,,,,,,
Gilead Sciences Inc,GILD,Nasdaq,Large Value,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,,,Biotech,,,,,,,
GlaxoSmithKline PLC,GSK,New York Stock,Large Value,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,"Exchange, Inc.",,Biotech,,,,,,,
Globus Medical Inc,GMED,New York Stock,Mid Growth,Medical Equipment,Medical & dental,,,,,,
,,"Exchange, Inc.",,And Services,instruments &,,,,,,
,,,,,supplies,,,,,,
Granules India Ltd,532482,BSE LTD,Mid Growth,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,,,Biotech,,,,,,,
Harvard Bioscience Inc,HBIO,Nasdaq,Small Value,Pharmaceuticals &,Biotechnology,,,,,,
,,,,Biotech,,,,,,,
Hypera SA,HYPE3,"B3 S.A. - Brasil, Bolsa,",Large Blend,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,Balcão,,Biotech,,,,,,,
Illumina Inc,ILMN,Nasdaq,Large Growth,Medical Equipment,Medical equipment,,,,,,
,,,,And Services,,,,,,,
Jiangsu Hengrui,600276,Shanghai Stock Exchange,Large Growth,Pharmaceuticals &,Pharmaceuticals,,,,,,
Medicine Co Ltd,,,,Biotech,,,,,,,
Johnson & Johnson,JNJ,New York Stock,Large Value,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,"Exchange, Inc.",,Biotech,,,,,,,
Mediclinic,MDC,London Stock Exchange,Small Value,Health Care,Health care,,,,,,
International PLC,,,,Services,facilities,,,,,,
Merck & Co Inc,MRK,New York Stock,Large Value,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,"Exchange, Inc.",,Biotech,,,,,,,
Myriad Genetics Inc,MYGN,Nasdaq,Small Value,Pharmaceuticals &,Biotechnology,,,,,,
,,,,Biotech,,,,,,,
Notre Dame,GNDI3,"B3 S.A. - Brasil, Bolsa,",Large Growth,Health Care,Health care,,,,,,
Intermedica,,Balcão,,Services,facilities,,,,,,
Participacoes SA,,,,,,,,,,,
Novartis AG,NVS,New York Stock,Large Value,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,"Exchange, Inc.",,Biotech,,,,,,,
16,,,,,,,,,,,
,,2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,
,,,EQUITY,RUSSELL SUB-,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SECTOR,INDUSTRY,,,,,,
Pfizer Inc,PFE,New York Stock,Large Value,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,"Exchange, Inc.",,Biotech,,,,,,,
Piramal Enterprises,500302,BSE LTD,Mid Blend,Pharmaceuticals &,Pharmaceuticals,,,,,,
Ltd,,,,Biotech,,,,,,,
Prestige Consumer,PBH,New York Stock,Small Value,Pharmaceuticals &,Pharmaceuticals,,,,,,
Healthcare Inc,,"Exchange, Inc.",,Biotech,,,,,,,
Regeneron,REGN,Nasdaq,Large Growth,Pharmaceuticals &,Biotechnology,,,,,,
Pharmaceuticals Inc,,,,Biotech,,,,,,,
Shenzhen Mindray,300760,Shenzhen Stock Exchange,Large Growth,Medical Equipment,Medical equipment,,,,,,
Bio-Medical,,,,And Services,,,,,,,
Electronics Co Ltd,,,,,,,,,,,
Smith & Nephew PLC,SN.,London Stock Exchange,Large Blend,Medical Equipment,Medical & dental,,,,,,
,,,,And Services,instruments &,,,,,,
,,,,,supplies,,,,,,
Sun Pharmaceuticals,524715,BSE LTD,Large Blend,Pharmaceuticals &,Pharmaceuticals,,,,,,
Industries Ltd,,,,Biotech,,,,,,,
Teva Pharmaceutical,TEVA,New York Stock,Mid Value,Pharmaceuticals &,Pharmaceuticals,,,,,,
Industries Ltd,,"Exchange, Inc.",,Biotech,,,,,,,
Tivity Health Inc,TVTY,Nasdaq,Small Growth,Health Care,Health care services,,,,,,
,,,,Services,,,,,,,
UnitedHealth Group,UNH,New York Stock,Large Blend,Health Care,Health care,,,,,,
Inc,,"Exchange, Inc.",,Services,management,,,,,,
,,,,,services,,,,,,
Zogenix Inc,ZGNX,Nasdaq,Small Growth,Pharmaceuticals &,Pharmaceuticals,,,,,,
,,,,Biotech,,,,,,,
,,,,,17,,,,,,
2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,,,
MATERIALS & PROCESSING,,,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
Air Products &,APD,New York Stock,Large Blend,Chemical &,Chemicals:,,,,,,
Chemicals Inc,,"Exchange, Inc.",,Synthetics,Specialty,,,,,,
AK Steel Holding Corp,AKS,New York Stock,Small Value,Metals & Minerals,Steel,,,,,,
,,"Exchange, Inc.",,,,,,,,,
Aluminum,ACH,New York Stock,Large Blend,Metals & Minerals,Aluminum,,,,,,
Corporation of China,,"Exchange, Inc.",,,,,,,,,
Ltd,,,,,,,,,,,
Anhui Conch Cement,914,Hong Kong Exchanges,Large Blend,Building Materials,Cement,,,,,,
Co Ltd,,And Clearing Ltd,,,,,,,,,
Anhui Conch Cement,600585,Shanghai Stock Exchange,Large Blend,Building Materials,Cement,,,,,,
Co Ltd,,,,,,,,,,,
Ashland Global,ASH,New York Stock,Mid Blend,Chemical &,Chemicals:,,,,,,
Holdings Inc,,"Exchange, Inc.",,Synthetics,Diversified,,,,,,
Asian Paints Ltd,500820,BSE LTD,Large Growth,Industrial Materials,Paints and coatings,,,,,,
,,,,& Processes,,,,,,,
Atul Ltd,500027,BSE LTD,Mid Growth,Chemical &,Chemicals:,,,,,,
,,,,Synthetics,Diversified,,,,,,
Beacon Roofing Supply,BECN,Nasdaq,Small Value,Building Materials,"Building: Roofing,",,,,,,
Inc,,,,,wallboard &,,,,,,
,,,,,plumbing,,,,,,
Berger Paints India,509480,BSE LTD,Large Growth,Industrial Materials,Paints and coatings,,,,,,
Ltd,,,,& Processes,,,,,,,
BHP Group PLC,BHP,London Stock Exchange,Large Value,Metals & Minerals,Metals and,,,,,,
,,,,,minerals:,,,,,,
,,,,,Diversified,,,,,,
Braskem SA,BRKM5,"B3 S.A. - Brasil, Bolsa,",Mid Value,Chemical &,Chemicals:,,,,,,
,,Balcão,,Synthetics,Specialty,,,,,,
Carclo PLC,CAR,London Stock Exchange,Small Value,Industrial Materials,Plastics,,,,,,
,,,,& Processes,,,,,,,
China Natural,CHNR,Nasdaq,Not Available,Metals & Minerals,Metals and,,,,,,
Resources Inc,,,,,minerals:,,,,,,
,,,,,Diversified,,,,,,
Clearwater Paper Corp,CLW,New York Stock,Small Value,Industrial Materials,Paper,,,,,,
,,"Exchange, Inc.",,& Processes,,,,,,,
Companhia,CSNA3,"B3 S.A. - Brasil, Bolsa,",Mid Growth,Metals & Minerals,Steel,,,,,,
Siderurgica Nacional,,Balcão,,,,,,,,,
Eastman Chemical Co,EMN,New York Stock,Mid Value,Chemical &,Chemicals:,,,,,,
,,"Exchange, Inc.",,Synthetics,Diversified,,,,,,
Ferguson PLC,FERG,London Stock Exchange,Mid Value,Building Materials,Building: Climate,,,,,,
,,,,,control,,,,,,
FMC Corp,FMC,New York Stock,Mid Blend,Chemical &,Fertilizers,,,,,,
,,"Exchange, Inc.",,Synthetics,,,,,,,
18,,,,,,,,,,,
,,2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
